"cb","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.7909e+19,1,1.017e-08,1.017e-08,0,0
4.7896e+19,1,1.02e-08,1.02e-08,0,0
4.7868e+19,1,1.023e-08,1.023e-08,0,0
4.784e+19,1,1.026e-08,1.026e-08,0,0
4.7812e+19,1,1.029e-08,1.029e-08,0,0
4.7784e+19,1,1.032e-08,1.032e-08,0,0
4.7756e+19,1,1.035e-08,1.035e-08,0,0
4.7727e+19,1,1.038e-08,1.038e-08,0,0
4.7699e+19,1,1.041e-08,1.041e-08,0,0
4.7671e+19,1,1.044e-08,1.044e-08,0,0
4.7643e+19,1,1.047e-08,1.047e-08,0,0
4.7615e+19,1,1.05e-08,1.05e-08,0,0
4.7587e+19,1,1.053e-08,1.053e-08,0,0
4.7559e+19,1,1.056e-08,1.056e-08,0,0
4.753e+19,1,1.059e-08,1.059e-08,0,0
4.7502e+19,1,1.062e-08,1.062e-08,0,0
4.7474e+19,1,1.065e-08,1.065e-08,0,0
4.7446e+19,1,1.068e-08,1.068e-08,0,0
4.7418e+19,1,1.071e-08,1.071e-08,0,0
4.739e+19,1,1.074e-08,1.074e-08,0,0
4.7362e+19,1,1.077e-08,1.077e-08,0,0
4.7333e+19,1,1.08e-08,1.08e-08,0,0
4.7291e+19,1,1.083e-08,1.083e-08,0,0
4.7249e+19,1,1.086e-08,1.086e-08,0,0
4.7207e+19,1,1.089e-08,1.089e-08,0,0
4.7165e+19,1,1.092e-08,1.092e-08,0,0
4.7123e+19,1,1.095e-08,1.095e-08,0,0
4.7081e+19,1,1.098e-08,1.098e-08,0,0
4.7039e+19,1,1.101e-08,1.101e-08,0,0
4.6997e+19,1,1.104e-08,1.104e-08,0,0
4.6955e+19,1,1.107e-08,1.107e-08,0,0
4.6913e+19,1,1.11e-08,1.11e-08,0,0
4.6871e+19,1,1.113e-08,1.113e-08,0,0
4.6829e+19,1,1.116e-08,1.116e-08,0,0
4.6787e+19,1,1.119e-08,1.119e-08,0,0
4.6745e+19,1,1.122e-08,1.122e-08,0,0
4.6703e+19,1,1.125e-08,1.125e-08,0,0
4.6661e+19,1,1.128e-08,1.128e-08,0,0
4.6619e+19,1,1.131e-08,1.131e-08,0,0
4.6577e+19,1,1.134e-08,1.134e-08,0,0
4.6535e+19,1,1.137e-08,1.137e-08,0,0
4.6493e+19,1,1.14e-08,1.14e-08,0,0
4.6438e+19,1,1.143e-08,1.143e-08,0,0
4.6384e+19,1,1.146e-08,1.146e-08,0,0
4.6329e+19,1,1.149e-08,1.149e-08,0,0
4.6274e+19,1,1.152e-08,1.152e-08,0,0
4.622e+19,1,1.155e-08,1.155e-08,0,0
4.6165e+19,1,1.158e-08,1.158e-08,0,0
4.611e+19,1,1.161e-08,1.161e-08,0,0
4.6056e+19,1,1.164e-08,1.164e-08,0,0
4.6001e+19,1,1.167e-08,1.167e-08,0,0
4.5947e+19,1,1.17e-08,1.17e-08,0,0
4.5892e+19,1,1.173e-08,1.173e-08,0,0
4.5837e+19,1,1.176e-08,1.176e-08,0,0
4.5783e+19,1,1.179e-08,1.179e-08,0,0
4.5728e+19,1,1.182e-08,1.182e-08,0,0
4.5673e+19,1,1.185e-08,1.185e-08,0,0
4.5619e+19,1,1.188e-08,1.188e-08,0,0
4.5564e+19,1,1.191e-08,1.191e-08,0,0
4.5509e+19,1,1.194e-08,1.194e-08,0,0
4.5455e+19,1,1.197e-08,1.197e-08,0,0
4.54e+19,1,1.2e-08,1.2e-08,0,0
4.5334e+19,1,1.203e-08,1.203e-08,0,0
4.5268e+19,1,1.206e-08,1.206e-08,0,0
4.5202e+19,1,1.209e-08,1.209e-08,0,0
4.5136e+19,1,1.212e-08,1.212e-08,0,0
4.507e+19,1,1.215e-08,1.215e-08,0,0
4.5005e+19,1,1.218e-08,1.218e-08,0,0
4.4939e+19,1,1.221e-08,1.221e-08,0,0
4.4873e+19,1,1.224e-08,1.224e-08,0,0
4.4807e+19,1,1.227e-08,1.227e-08,0,0
4.4741e+19,1,1.23e-08,1.23e-08,0,0
4.4675e+19,1,1.233e-08,1.233e-08,0,0
4.4609e+19,1,1.236e-08,1.236e-08,0,0
4.4543e+19,1,1.239e-08,1.239e-08,0,0
4.4477e+19,1,1.242e-08,1.242e-08,0,0
4.4411e+19,1,1.245e-08,1.245e-08,0,0
4.4345e+19,1,1.248e-08,1.248e-08,0,0
4.4279e+19,1,1.251e-08,1.251e-08,0,0
4.4213e+19,1,1.254e-08,1.254e-08,0,0
4.4147e+19,1,1.257e-08,1.257e-08,0,0
4.4081e+19,1,1.26e-08,1.26e-08,0,0
4.4006e+19,1,1.263e-08,1.263e-08,0,0
4.393e+19,1,1.266e-08,1.266e-08,0,0
4.3854e+19,1,1.269e-08,1.269e-08,0,0
4.3778e+19,1,1.272e-08,1.272e-08,0,0
4.3702e+19,1,1.275e-08,1.275e-08,0,0
4.3626e+19,1,1.278e-08,1.278e-08,0,0
4.355e+19,1,1.281e-08,1.281e-08,0,0
4.3474e+19,1,1.284e-08,1.284e-08,0,0
4.3398e+19,1,1.287e-08,1.287e-08,0,0
4.3322e+19,1,1.29e-08,1.29e-08,0,0
4.3246e+19,1,1.293e-08,1.293e-08,0,0
4.3171e+19,1,1.296e-08,1.296e-08,0,0
4.3095e+19,1,1.299e-08,1.299e-08,0,0
4.3019e+19,1,1.302e-08,1.302e-08,0,0
4.2943e+19,1,1.305e-08,1.305e-08,0,0
4.2867e+19,1,1.308e-08,1.308e-08,0,0
4.2791e+19,1,1.311e-08,1.311e-08,0,0
4.2715e+19,1,1.314e-08,1.314e-08,0,0
4.2639e+19,1,1.317e-08,1.317e-08,0,0
4.2563e+19,1,1.32e-08,1.32e-08,0,0
4.2479e+19,1,1.323e-08,1.323e-08,0,0
4.2394e+19,1,1.326e-08,1.326e-08,0,0
4.2309e+19,1,1.329e-08,1.329e-08,0,0
4.2225e+19,1,1.332e-08,1.332e-08,0,0
4.214e+19,1,1.335e-08,1.335e-08,0,0
4.2056e+19,1,1.338e-08,1.338e-08,0,0
4.1971e+19,1,1.341e-08,1.341e-08,0,0
4.1887e+19,1,1.344e-08,1.344e-08,0,0
4.1802e+19,1,1.347e-08,1.347e-08,0,0
4.1717e+19,1,1.35e-08,1.35e-08,0,0
4.1633e+19,1,1.353e-08,1.353e-08,0,0
4.1548e+19,1,1.356e-08,1.356e-08,0,0
4.1464e+19,1,1.359e-08,1.359e-08,0,0
4.1379e+19,1,1.362e-08,1.362e-08,0,0
4.1294e+19,1,1.365e-08,1.365e-08,0,0
4.121e+19,1,1.368e-08,1.368e-08,0,0
